0/#,0/Player,0/Status,0/Pos,0/Min,0/FGM-A,0/3PM-A,0/FTM-A,0/FIC,0/Off,0/Def,0/Reb,0/Ast,0/PF,0/STL,0/TO,0/BLK,0/PTS,1/#,1/Player,1/Status,1/Pos,1/Min,1/FGM-A,1/3PM-A,1/FTM-A,1/FIC,1/Off,1/Def,1/Reb,1/Ast,1/PF,1/STL,1/TO,1/BLK,1/PTS,2/#,2/Player,2/Status,2/Pos,2/Min,2/FGM-A,2/3PM-A,2/FTM-A,2/FIC,2/Off,2/Def,2/Reb,2/Ast,2/PF,2/STL,2/TO,2/BLK,2/PTS,3/#,3/Player,3/Status,3/Pos,3/Min,3/FGM-A,3/3PM-A,3/FTM-A,3/FIC,3/Off,3/Def,3/Reb,3/Ast,3/PF,3/STL,3/TO,3/BLK,3/PTS,4/#,4/Player,4/Status,4/Pos,4/Min,4/FGM-A,4/3PM-A,4/FTM-A,4/FIC,4/Off,4/Def,4/Reb,4/Ast,4/PF,4/STL,4/TO,4/BLK,4/PTS,5/#,5/Player,5/Status,5/Pos,5/Min,5/FGM-A,5/3PM-A,5/FTM-A,5/FIC,5/Off,5/Def,5/Reb,5/Ast,5/PF,5/STL,5/TO,5/BLK,5/PTS,6/#,6/Player,6/Status,6/Pos,6/Min,6/FGM-A,6/3PM-A,6/FTM-A,6/FIC,6/Off,6/Def,6/Reb,6/Ast,6/PF,6/STL,6/TO,6/BLK,6/PTS,7/#,7/Player,7/Status,7/Pos,7/Min,7/FGM-A,7/3PM-A,7/FTM-A,7/FIC,7/Off,7/Def,7/Reb,7/Ast,7/PF,7/STL,7/TO,7/BLK,7/PTS,8/#,8/Player,8/Status,8/Pos,8/Min,8/FGM-A,8/3PM-A,8/FTM-A,8/FIC,8/Off,8/Def,8/Reb,8/Ast,8/PF,8/STL,8/TO,8/BLK,8/PTS,9/#,9/Player,9/Status,9/Pos,9/Min,9/FGM-A,9/3PM-A,9/FTM-A,9/FIC,9/Off,9/Def,9/Reb,9/Ast,9/PF,9/STL,9/TO,9/BLK,9/PTS,10/#,10/Player,10/Status,10/Pos,10/Min,10/FGM-A,10/3PM-A,10/FTM-A,10/FIC,10/Off,10/Def,10/Reb,10/Ast,10/PF,10/STL,10/TO,10/BLK,10/PTS,11/#,11/Player,11/Status,11/Pos,11/Min,11/FGM-A,11/3PM-A,11/FTM-A,11/FIC,11/Off,11/Def,11/Reb,11/Ast,11/PF,11/STL,11/TO,11/BLK,11/PTS,12/#,12/Player,12/Status,12/Pos,12/Min,12/FGM-A,12/3PM-A,12/FTM-A,12/FIC,12/Off,12/Def,12/Reb,12/Ast,12/PF,12/STL,12/TO,12/BLK,12/PTS
-,"<a href=""/player/Dontaye-Draper/Summary/1857"">Dontaye Draper</a>",Starter,SG,19:56,2-4,1-3,0-0,3.8,0.0,3,3,2,3,0,1,0,5,34,"<a href=""/player/Ryan-Kelly/Summary/2193"">Ryan Kelly</a>",Starter,C,29:34,6-8,3-3,6-6,15.0,0.0,3,3,1,2,1,2,1,21,6,"<a href=""/player/Luke-Nelson/Summary/50483"">Luke Nelson</a>",Starter,SF,19:45,1-5,0-1,0-0,-0.8,0.0,0,0,1,2,2,1,0,2,15,"<a href=""/player/Blake-Schilb/Summary/2641"">Blake Schilb</a>",Starter,PF,31:18,10-16,3-5,0-0,14.5,1.0,2,3,4,0,1,4,0,23,11,"<a href=""/player/Mikel-Uriz/Summary/39711"">Mikel Uriz</a>",Starter,PG,20:46,3-4,1-2,2-2,8.2,0.0,2,2,1,1,2,1,0,9,1,"<a href=""/player/OD-Anosike/Summary/18407"">O.D. Anosike</a>",Bench,PF,17:59,1-3,0-0,1-4,-3.2,0.0,2,2,0,4,0,2,0,3,8,"<a href=""/player/Ivan-Cruz/Summary/39793"">Ivan Cruz</a>",Bench,C,12:42,2-4,1-2,0-0,4.2,1.0,3,4,0,2,0,0,0,5,32,"<a href=""/player/Vladimir-Golubovic/Summary/1897"">Vladimir Golubovic</a>",Bench,C,19:03,3-7,0-0,4-4,3.0,0.0,3,3,0,3,0,1,0,10,7,"<a href=""/player/Donnie-McGrath/Summary/6295"">Donnie McGrath</a>",Bench,SG,13:43,1-2,1-2,2-2,4.5,0.0,1,1,0,2,2,0,0,5,5,"<a href=""/player/Alfonso-Sanchez/Summary/26240"">Alfonso Sanchez</a>",Bench,SG,15:14,0-2,0-2,0-0,4.0,0.0,2,2,5,2,0,0,0,0,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,3,4,&nbsp;,&nbsp;,&nbsp;,1,&nbsp;,&nbsp;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"<a href=""/player/Eimantas-Bendzius/Summary/25053"">Eimantas Bendzius</a>",Starter,SF,31:21,6-11,6-9,0-2,15.5,2.0,6,8,1,2,0,0,0,18,44,"<a href=""/player/Pepe-Pozas/Summary/25968"">Pepe Pozas</a>",Starter,PG,22:31,1-4,0-1,1-2,5.5,0.0,1,1,8,3,0,1,0,3,13,"<a href=""/player/Artem-Pustovyi/Summary/26007"">Artem Pustovyi</a>",Starter,C,19:43,1-1,0-0,2-2,3.0,0.0,2,2,1,4,0,0,0,4,7,"<a href=""/player/Ben-Simons/Summary/9941"">Ben Simons</a>",Starter,PF,30:00,7-11,7-10,0-0,14.8,1.0,2,3,1,3,1,1,0,21,21,"<a href=""/player/Matt-Thomas/Summary/56884"">Matt Thomas</a>",Starter,SG,25:59,4-11,2-6,4-4,6.0,0.0,3,3,1,1,1,2,0,14,54,"<a href=""/player/Martins-Laksa/Summary/27010"">Martins Laksa</a>",Bench,SF,14:01,4-7,1-3,2-2,5.2,0.0,1,1,2,3,0,1,0,11,9,"<a href=""/player/Nacho-Llovet/Summary/25970"">Nacho Llovet</a>",Bench,PF,09:24,0-3,0-2,0-0,-0.5,1.0,1,2,1,2,0,1,1,0,20,"<a href=""/player/David-Navarro/Summary/39702"">David Navarro</a>",Bench,SG,19:11,0-2,0-0,0-0,5.8,0.0,1,1,7,1,0,0,0,0,11,"<a href=""/player/Nemanja-Radovic/Summary/25925"">Nemanja Radovic</a>",Bench,PF,10:00,3-4,0-0,1-3,4.6,1.0,1,2,0,0,0,0,0,7,3,"<a href=""/player/Albert-Sabat/Summary/39592"">Albert Sabat</a>",Bench,PG,06:57,1-2,1-2,0-0,1.5,0.0,0,0,1,0,0,1,0,3,16,"<a href=""/player/Nick-Spires/Summary/32835"">Nick Spires</a>",Bench,PF,10:53,5-7,0-0,2-3,9.6,2.0,2,4,1,1,0,0,0,12,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,1,3,&nbsp;,&nbsp;,&nbsp;,1,&nbsp;,&nbsp;,,,,,,,,,,,,,,,,,,
11,"<a href=""/player/Facundo-Campazzo/Summary/40886"">Facundo Campazzo</a>",Starter,PG,25:44,5-10,2-5,3-4,12.0,0.0,2,2,6,3,0,0,0,15,7,"<a href=""/player/Luka-Doncic/Summary/54148"">Luka Doncic</a>",Starter,SF,22:29,3-9,1-6,4-6,11.8,0.0,5,5,5,0,1,1,1,11,5,"<a href=""/player/Rudy-Fernandez/Summary/371"">Rudy Fernandez</a>",Starter,SG,22:08,3-6,3-6,0-0,8.0,1.0,2,3,0,0,0,1,2,9,14,"<a href=""/player/Felipe-Reyes/Summary/2888"">Felipe Reyes</a>",Starter,C,24:15,4-6,0-0,4-5,16.9,2.0,7,9,4,2,1,1,1,12,44,"<a href=""/player/Jeffery-Taylor/Summary/4807"">Jeffery Taylor</a>",Starter,PF,23:36,4-4,2-2,2-2,12.5,0.0,1,1,5,3,0,0,0,12,20,"<a href=""/player/Jaycee-Carroll/Summary/1795"">Jaycee Carroll</a>",Bench,SG,17:19,6-9,6-9,0-0,12.2,0.0,0,0,0,0,0,0,1,18,8,"<a href=""/player/Jonas-Maciulis/Summary/2897"">Jonas Maciulis</a>",Bench,SF,16:08,4-6,3-5,0-0,8.0,0.0,2,2,2,4,0,0,0,11,22,"<a href=""/player/Edy-Tavares/Summary/39662"">Edy Tavares</a>",Bench,C,14:13,1-3,0-0,2-3,3.6,2.0,2,4,0,3,0,1,2,4,33,"<a href=""/player/Trey-Thompkins/Summary/2363"">Trey Thompkins</a>",Bench,PF,21:52,3-7,2-3,0-0,5.5,0.0,3,3,1,3,1,0,0,8,16,"<a href=""/player/Santiago-Yusta/Summary/54478"">Santiago Yusta</a>",Bench,SF,12:16,1-2,0-0,0-0,1.0,1.0,0,1,0,3,0,0,1,2,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,2,3,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"<a href=""/player/Eimantas-Bendzius/Summary/25053"">Eimantas Bendzius</a>",Starter,SF,25:51,3-5,1-2,4-6,5.5,0.0,4,4,0,1,1,3,0,11,9,"<a href=""/player/Nacho-Llovet/Summary/25970"">Nacho Llovet</a>",Starter,C,20:22,2-2,0-0,2-5,6.4,3.0,3,6,0,3,0,0,0,6,44,"<a href=""/player/Pepe-Pozas/Summary/25968"">Pepe Pozas</a>",Starter,PG,22:20,0-2,0-1,0-0,0.0,1.0,0,1,3,3,0,1,0,0,11,"<a href=""/player/Nemanja-Radovic/Summary/25925"">Nemanja Radovic</a>",Starter,PF,18:47,3-6,0-0,4-6,5.8,1.0,4,5,0,3,0,1,1,10,21,"<a href=""/player/Matt-Thomas/Summary/56884"">Matt Thomas</a>",Starter,SG,24:03,5-8,1-2,2-2,8.2,0.0,2,2,0,1,0,0,1,13,33,"<a href=""/player/Alberto-Corbacho/Summary/29050"">Alberto Corbacho</a>",Bench,SF,07:09,2-4,0-2,0-0,2.8,1.0,1,2,0,0,0,0,0,4,54,"<a href=""/player/Martins-Laksa/Summary/27010"">Martins Laksa</a>",Bench,SF,14:50,2-6,0-3,0-0,0.5,2.0,0,2,0,0,0,1,0,4,20,"<a href=""/player/David-Navarro/Summary/39702"">David Navarro</a>",Bench,SG,14:46,1-7,0-2,0-0,1.5,2.0,1,3,4,2,0,1,0,2,13,"<a href=""/player/Artem-Pustovyi/Summary/26007"">Artem Pustovyi</a>",Bench,C,14:27,0-1,0-0,2-2,4.8,0.0,5,5,0,3,0,1,3,2,3,"<a href=""/player/Albert-Sabat/Summary/39592"">Albert Sabat</a>",Bench,PG,11:01,0-1,0-0,0-0,-0.2,0.0,0,0,2,1,0,1,0,0,7,"<a href=""/player/Ben-Simons/Summary/9941"">Ben Simons</a>",Bench,PF,12:01,1-7,1-4,2-2,-3.5,0.0,0,0,0,3,0,1,0,5,16,"<a href=""/player/Nick-Spires/Summary/32835"">Nick Spires</a>",Bench,C,14:23,4-7,1-2,1-2,2.8,0.0,1,1,0,4,0,0,0,10,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,2,3,&nbsp;,1,&nbsp;,2,&nbsp;,&nbsp;
8,"<a href=""/player/Dario-Brizuela/Summary/27693"">Dario Brizuela</a>",Starter,SF,18:58,6-11,2-5,0-0,5.8,1.0,2,3,1,3,0,2,0,14,10,"<a href=""/player/Omar-Cook/Summary/669"">Omar Cook</a>",Starter,SG,22:08,1-4,1-4,2-2,5.8,0.0,0,0,5,1,0,0,0,5,4,"<a href=""/player/Aleksandar-Cvetkovic/Summary/24800"">Aleksandar Cvetkovic</a>",Starter,PG,19:37,2-7,1-4,4-4,5.0,1.0,1,2,2,2,0,0,0,9,15,"<a href=""/player/Sylven-Landesberg/Summary/2176"">Sylven Landesberg</a>",Starter,PF,21:28,3-10,2-4,3-4,2.5,1.0,0,1,0,3,1,0,0,11,12,"<a href=""/player/Goran-Suton/Summary/1686"">Goran Suton</a>",Starter,C,23:16,2-4,2-3,3-3,9.9,1.0,4,5,2,4,0,0,1,9,38,"<a href=""/player/Victor-Arteaga/Summary/30679"">Victor Arteaga</a>",Bench,C,16:13,5-8,0-0,0-0,10.5,2.0,4,6,0,1,1,0,1,10,21,"<a href=""/player/Alec-Brown/Summary/23740"">Alec Brown</a>",Bench,C,17:53,5-8,1-2,3-5,11.6,3.0,2,5,1,4,2,1,1,14,6,"<a href=""/player/Ludde-Hakanson/Summary/32962"">Ludde Hakanson</a>",Bench,PG,17:52,4-8,2-5,0-0,10.5,0.0,6,6,3,2,1,1,0,10,17,"<a href=""/player/Sitapha-Savane/Summary/26449"">Sitapha Savane</a>",Bench,PF,15:09,2-3,0-0,1-2,2.0,1.0,0,1,0,2,1,2,1,5,5,"<a href=""/player/Adams-Sola/Summary/108742"">Adams Sola</a>",Bench,SG,08:44,0-0,0-0,1-2,1.2,1.0,0,1,0,2,1,0,0,1,9,"<a href=""/player/Edgar-Vicedo/Summary/27697"">Edgar Vicedo</a>",Bench,SF,18:42,2-7,1-4,2-2,4.0,2.0,4,6,1,2,0,2,0,7,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,5,1,6,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,,,,,,,,,,,,,,,,,,
22,"<a href=""/player/Eimantas-Bendzius/Summary/25053"">Eimantas Bendzius</a>",Starter,PF,29:23,2-7,1-4,2-2,4.8,1.0,5,6,0,0,1,2,0,7,20,"<a href=""/player/David-Navarro/Summary/39702"">David Navarro</a>",Starter,SG,18:03,4-9,0-3,0-1,3.9,2.0,2,4,1,1,0,1,0,8,44,"<a href=""/player/Pepe-Pozas/Summary/25968"">Pepe Pozas</a>",Starter,PG,25:08,1-3,0-2,2-2,6.2,1.0,1,2,5,3,2,2,0,4,11,"<a href=""/player/Nemanja-Radovic/Summary/25925"">Nemanja Radovic</a>",Starter,C,28:47,5-10,0-1,0-2,2.2,0.0,4,4,1,5,0,1,0,10,21,"<a href=""/player/Matt-Thomas/Summary/56884"">Matt Thomas</a>",Starter,SF,27:50,6-11,1-5,5-5,8.6,1.0,1,2,2,4,1,2,0,18,54,"<a href=""/player/Martins-Laksa/Summary/27010"">Martins Laksa</a>",Bench,SF,04:44,0-0,0-0,0-0,0.0,0.0,0,0,0,0,0,0,0,0,9,"<a href=""/player/Nacho-Llovet/Summary/25970"">Nacho Llovet</a>",Bench,PF,17:21,1-5,0-1,1-2,5.2,2.0,3,5,3,1,0,0,0,3,13,"<a href=""/player/Artem-Pustovyi/Summary/26007"">Artem Pustovyi</a>",Bench,C,17:02,2-4,0-0,2-4,4.5,1.0,4,5,0,4,0,1,2,6,3,"<a href=""/player/Albert-Sabat/Summary/39592"">Albert Sabat</a>",Bench,PG,14:52,2-6,2-6,0-0,1.8,0.0,1,1,0,3,1,0,0,6,7,"<a href=""/player/Ben-Simons/Summary/9941"">Ben Simons</a>",Bench,PF,11:06,1-4,1-3,0-0,0.8,0.0,1,1,0,0,0,0,0,3,16,"<a href=""/player/Nick-Spires/Summary/32835"">Nick Spires</a>",Bench,C,05:44,0-1,0-0,0-0,2.0,0.0,1,1,0,0,0,0,2,0,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,3,5,&nbsp;,&nbsp;,&nbsp;,1,&nbsp;,&nbsp;,,,,,,,,,,,,,,,,,,
11,"<a href=""/player/Jaka-Blazic/Summary/26124"">Jaka Blazic</a>",Starter,PF,30:31,3-9,2-5,9-10,9.2,0.0,5,5,0,0,0,1,0,17,3,"<a href=""/player/Jaime-Fernandez/Summary/25825"">Jaime Fernandez</a>",Starter,PG,26:44,9-16,1-4,0-0,11.2,1.0,1,2,5,3,1,2,0,19,25,"<a href=""/player/David-Jelinek/Summary/27998"">David Jelinek</a>",Starter,SG,22:16,4-8,3-6,1-1,6.6,1.0,4,5,1,4,0,2,0,12,14,"<a href=""/player/Oliver-Stevic/Summary/30144"">Oliver Stevic</a>",Starter,C,28:57,5-7,0-0,3-5,14.4,2.0,6,8,1,2,2,1,1,13,23,"<a href=""/player/David-Walker/Summary/44731"">David Walker</a>",Starter,SF,31:44,1-6,0-1,2-4,-0.8,1.0,1,2,1,3,0,0,0,4,16,"<a href=""/player/Andrew-Albicy/Summary/9265"">Andrew Albicy</a>",Bench,PG,16:50,0-1,0-1,2-2,0.0,0.0,0,0,2,1,0,2,0,2,12,"<a href=""/player/Vladimir-Jankovic/Summary/29992"">Vladimir Jankovic</a>",Bench,SF,22:03,2-8,1-6,0-0,4.2,1.0,5,6,1,3,0,0,1,5,22,"<a href=""/player/John-Shurna/Summary/3940"">John Shurna</a>",Bench,C,20:55,2-3,1-2,0-0,6.0,0.0,3,3,1,4,2,0,0,5,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,3,5,&nbsp;,&nbsp;,&nbsp;,2,&nbsp;,&nbsp;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"<a href=""/player/David-Navarro/Summary/39702"">David Navarro</a>",Starter,SG,20:15,2-5,0-2,2-2,10.5,0.0,0,0,11,2,0,1,0,6,44,"<a href=""/player/Pepe-Pozas/Summary/25968"">Pepe Pozas</a>",Starter,PG,19:45,0-1,0-0,0-0,2.8,0.0,2,2,4,2,0,1,0,0,13,"<a href=""/player/Artem-Pustovyi/Summary/26007"">Artem Pustovyi</a>",Starter,C,30:15,5-10,0-0,2-2,11.5,4.0,7,11,0,1,0,3,2,12,16,"<a href=""/player/Nick-Spires/Summary/32835"">Nick Spires</a>",Starter,PF,24:02,3-8,0-2,0-0,4.0,2.0,4,6,1,2,2,3,0,6,21,"<a href=""/player/Matt-Thomas/Summary/56884"">Matt Thomas</a>",Starter,SF,26:44,4-10,2-6,0-0,6.2,0.0,1,1,4,2,2,2,0,10,22,"<a href=""/player/Eimantas-Bendzius/Summary/25053"">Eimantas Bendzius</a>",Bench,SF,19:40,4-9,1-3,2-4,3.2,1.0,2,3,1,4,0,1,0,11,33,"<a href=""/player/Alberto-Corbacho/Summary/29050"">Alberto Corbacho</a>",Bench,SF,18:03,7-12,7-11,0-0,13.8,1.0,1,2,1,0,0,1,0,21,54,"<a href=""/player/Martins-Laksa/Summary/27010"">Martins Laksa</a>",Bench,SF,15:33,2-7,1-3,0-0,0.8,2.0,0,2,0,2,0,0,0,5,9,"<a href=""/player/Nacho-Llovet/Summary/25970"">Nacho Llovet</a>",Bench,PF,13:54,1-1,0-0,0-0,1.2,0.0,4,4,0,4,0,1,0,2,7,"<a href=""/player/Ben-Simons/Summary/9941"">Ben Simons</a>",Bench,PF,11:49,1-3,1-3,0-0,1.2,0.0,0,0,1,3,1,0,0,3,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,1,2,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"<a href=""/player/Jeff-Brooks/Summary/3972"">Jeff Brooks</a>",Starter,PF,21:16,5-8,1-2,1-1,9.1,1.0,4,5,0,1,1,1,0,12,9,"<a href=""/player/Alberto-Diaz/Summary/27692"">Alberto Diaz</a>",Starter,PG,21:12,0-1,0-1,2-2,5.2,1.0,3,4,4,3,1,2,0,2,3,"<a href=""/player/Ray-McCallum/Summary/7106"">Ray McCallum</a>",Starter,SG,18:58,3-4,1-1,0-0,6.5,0.0,2,2,2,2,0,0,0,7,16,"<a href=""/player/Nemanja-Nedovic/Summary/24375"">Nemanja Nedovic</a>",Starter,SF,23:43,3-12,0-5,0-0,5.5,0.0,2,2,8,2,0,0,0,6,17,"<a href=""/player/Giorgi-Shermadini/Summary/2602"">Giorgi Shermadini</a>",Starter,C,21:17,6-6,0-0,4-4,12.0,1.0,4,5,1,2,0,2,0,16,40,"<a href=""/player/James-Augustine/Summary/104"">James Augustine</a>",Bench,C,16:44,2-3,0-0,1-2,7.2,1.0,3,4,1,0,1,0,0,5,12,"<a href=""/player/Dragan-Milosavljevic/Summary/26111"">Dragan Milosavljevic</a>",Bench,SG,08:13,2-4,0-0,0-0,0.5,0.0,0,0,0,3,1,0,0,4,2,"<a href=""/player/Viny-Okouo/Summary/64084"">Viny Okouo</a>",Bench,C,02:09,0-1,0-0,0-0,0.2,0.0,0,0,0,0,0,0,1,0,10,"<a href=""/player/Sasu-Salin/Summary/28648"">Sasu Salin</a>",Bench,SG,16:17,2-7,2-7,3-4,6.8,1.0,2,3,2,0,0,0,0,9,43,"<a href=""/player/Carlos-Suarez/Summary/28148"">Carlos Suarez</a>",Bench,SF,18:44,2-3,0-1,6-6,13.5,1.0,2,3,6,1,0,0,0,10,21,"<a href=""/player/Adam-Waczynski/Summary/28634"">Adam Waczynski</a>",Bench,SF,16:48,6-9,2-5,0-0,11.0,0.0,3,3,1,1,2,1,0,14,11,"<a href=""/player/Daniel-Diez/Summary/25833"">Daniel Diez</a>",Bench,SF,14:59,4-7,3-5,0-0,7.5,0.0,1,1,0,0,1,0,0,11,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,1,3,&nbsp;,&nbsp;,&nbsp;,1,&nbsp;,&nbsp;
22,"<a href=""/player/Eimantas-Bendzius/Summary/25053"">Eimantas Bendzius</a>",Starter,SF,20:13,1-8,0-5,0-0,-1.2,1.0,3,4,1,3,0,0,0,2,54,"<a href=""/player/Martins-Laksa/Summary/27010"">Martins Laksa</a>",Starter,PF,19:47,4-7,4-6,0-0,7.5,0.0,1,1,0,0,0,0,0,12,20,"<a href=""/player/David-Navarro/Summary/39702"">David Navarro</a>",Starter,SG,21:22,4-7,3-4,0-0,8.8,1.0,2,3,1,1,0,0,0,11,13,"<a href=""/player/Artem-Pustovyi/Summary/26007"">Artem Pustovyi</a>",Starter,C,34:47,5-10,0-0,7-7,9.1,3.0,1,4,1,3,0,2,1,17,3,"<a href=""/player/Albert-Sabat/Summary/39592"">Albert Sabat</a>",Starter,PG,26:46,2-6,2-6,2-2,12.5,2.0,1,3,5,0,4,2,0,8,33,"<a href=""/player/Alberto-Corbacho/Summary/29050"">Alberto Corbacho</a>",Bench,SF,18:38,4-10,4-10,0-0,4.5,0.0,0,0,1,2,1,1,0,12,9,"<a href=""/player/Nacho-Llovet/Summary/25970"">Nacho Llovet</a>",Bench,PF,16:23,1-4,1-1,0-0,0.2,0.0,1,1,0,1,0,0,0,3,44,"<a href=""/player/Pepe-Pozas/Summary/25968"">Pepe Pozas</a>",Bench,PG,13:14,0-5,0-3,0-0,-1.8,0.0,2,2,1,3,0,0,1,0,11,"<a href=""/player/Nemanja-Radovic/Summary/25925"">Nemanja Radovic</a>",Bench,PF,18:03,2-7,0-0,0-2,3.2,3.0,3,6,1,2,0,0,0,4,7,"<a href=""/player/Ben-Simons/Summary/9941"">Ben Simons</a>",Bench,PF,05:34,0-2,0-2,0-0,-1.2,0.0,1,1,0,1,0,0,0,0,16,"<a href=""/player/Nick-Spires/Summary/32835"">Nick Spires</a>",Bench,C,05:13,0-4,0-0,0-0,-3.8,0.0,1,1,0,3,0,0,0,0,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,3,3,6,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,,,,,,,,,,,,,,,,,,
17,"<a href=""/player/Michael-Fakuade/Summary/11336"">Michael Fakuade</a>",Starter,PF,21:47,2-3,1-2,2-2,10.0,1.0,6,7,0,3,0,1,3,7,64,"<a href=""/player/Henk-Norel/Summary/1663"">Henk Norel</a>",Starter,C,25:43,3-8,0-0,1-2,11.5,4.0,3,7,3,2,2,0,1,7,5,"<a href=""/player/Dani-Perez/Summary/25057"">Dani Perez</a>",Starter,PG,34:00,4-15,1-6,3-4,4.5,1.0,1,2,6,1,0,2,0,12,44,"<a href=""/player/Jordan-Swing/Summary/20395"">Jordan Swing</a>",Starter,SF,25:50,3-10,0-2,2-2,3.8,0.0,6,6,0,3,1,1,1,8,4,"<a href=""/player/Federico-Van-Lacke/Summary/29023"">Federico Van Lacke</a>",Starter,SG,31:24,7-9,2-2,0-0,17.0,0.0,3,3,7,1,1,2,0,16,1,"<a href=""/player/Danny-Agbelese/Summary/23581"">Danny Agbelese</a>",Bench,PF,14:17,4-4,0-0,0-0,6.5,2.0,0,2,0,1,0,1,1,8,88,"<a href=""/player/Dan-Clark/Summary/2442"">Dan Clark</a>",Bench,C,18:13,2-6,1-2,2-2,3.2,0.0,6,6,0,2,0,2,0,7,7,"<a href=""/player/Xabi-Oroz/Summary/41706"">Xabi Oroz</a>",Bench,SG,09:00,1-1,0-0,1-1,0.1,0.0,1,1,0,1,0,2,0,3,10,"<a href=""/player/Miquel-Salvo/Summary/58673"">Miquel Salvo</a>",Bench,C,19:46,1-5,0-2,2-2,0.5,2.0,4,6,0,2,0,3,0,4,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,4,3,7,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"<a href=""/player/Eimantas-Bendzius/Summary/25053"">Eimantas Bendzius</a>",Starter,SF,20:04,3-6,2-4,4-6,9.8,1.0,2,3,0,0,0,0,2,12,44,"<a href=""/player/Pepe-Pozas/Summary/25968"">Pepe Pozas</a>",Starter,PG,24:46,1-3,1-2,0-0,6.0,2.0,3,5,7,2,0,6,1,3,13,"<a href=""/player/Artem-Pustovyi/Summary/26007"">Artem Pustovyi</a>",Starter,C,32:36,8-13,0-1,3-3,18.9,2.0,7,9,1,5,1,0,4,19,11,"<a href=""/player/Nemanja-Radovic/Summary/25925"">Nemanja Radovic</a>",Starter,PF,22:01,4-6,0-1,1-1,5.9,1.0,5,6,0,4,1,2,0,9,21,"<a href=""/player/Matt-Thomas/Summary/56884"">Matt Thomas</a>",Starter,SG,27:31,7-11,3-6,0-0,10.0,2.0,1,3,3,3,0,3,0,17,33,"<a href=""/player/Alberto-Corbacho/Summary/29050"">Alberto Corbacho</a>",Bench,SF,16:23,2-7,2-7,0-0,3.2,1.0,2,3,1,0,0,1,0,6,54,"<a href=""/player/Martins-Laksa/Summary/27010"">Martins Laksa</a>",Bench,SF,06:01,1-2,0-0,0-0,-0.2,0.0,1,1,0,1,0,1,0,2,9,"<a href=""/player/Nacho-Llovet/Summary/25970"">Nacho Llovet</a>",Bench,PF,16:23,2-5,0-1,4-6,8.2,1.0,3,4,3,0,0,0,0,8,3,"<a href=""/player/Albert-Sabat/Summary/39592"">Albert Sabat</a>",Bench,PG,16:35,0-0,0-0,0-0,0.0,0.0,0,0,2,2,1,2,0,0,7,"<a href=""/player/Ben-Simons/Summary/9941"">Ben Simons</a>",Bench,PF,00:44,0-1,0-1,0-0,-0.8,0.0,0,0,0,0,0,0,0,0,16,"<a href=""/player/Nick-Spires/Summary/32835"">Nick Spires</a>",Bench,C,06:22,3-3,0-0,2-2,5.0,0.0,0,0,0,2,0,0,1,8,20,"<a href=""/player/David-Navarro/Summary/39702"">David Navarro</a>",Bench,SG,10:34,0-2,0-1,0-0,-1.8,0.0,1,1,1,4,0,0,0,0,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,5,7,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
