0/#,0/Player,0/Status,0/Pos,0/Min,0/FGM-A,0/3PM-A,0/FTM-A,0/FIC,0/Off,0/Def,0/Reb,0/Ast,0/PF,0/STL,0/TO,0/BLK,0/PTS,1/#,1/Player,1/Status,1/Pos,1/Min,1/FGM-A,1/3PM-A,1/FTM-A,1/FIC,1/Off,1/Def,1/Reb,1/Ast,1/PF,1/STL,1/TO,1/BLK,1/PTS,2/#,2/Player,2/Status,2/Pos,2/Min,2/FGM-A,2/3PM-A,2/FTM-A,2/FIC,2/Off,2/Def,2/Reb,2/Ast,2/PF,2/STL,2/TO,2/BLK,2/PTS,3/#,3/Player,3/Status,3/Pos,3/Min,3/FGM-A,3/3PM-A,3/FTM-A,3/FIC,3/Off,3/Def,3/Reb,3/Ast,3/PF,3/STL,3/TO,3/BLK,3/PTS,4/#,4/Player,4/Status,4/Pos,4/Min,4/FGM-A,4/3PM-A,4/FTM-A,4/FIC,4/Off,4/Def,4/Reb,4/Ast,4/PF,4/STL,4/TO,4/BLK,4/PTS,5/#,5/Player,5/Status,5/Pos,5/Min,5/FGM-A,5/3PM-A,5/FTM-A,5/FIC,5/Off,5/Def,5/Reb,5/Ast,5/PF,5/STL,5/TO,5/BLK,5/PTS,6/#,6/Player,6/Status,6/Pos,6/Min,6/FGM-A,6/3PM-A,6/FTM-A,6/FIC,6/Off,6/Def,6/Reb,6/Ast,6/PF,6/STL,6/TO,6/BLK,6/PTS,7/#,7/Player,7/Status,7/Pos,7/Min,7/FGM-A,7/3PM-A,7/FTM-A,7/FIC,7/Off,7/Def,7/Reb,7/Ast,7/PF,7/STL,7/TO,7/BLK,7/PTS,8/#,8/Player,8/Status,8/Pos,8/Min,8/FGM-A,8/3PM-A,8/FTM-A,8/FIC,8/Off,8/Def,8/Reb,8/Ast,8/PF,8/STL,8/TO,8/BLK,8/PTS,9/#,9/Player,9/Status,9/Pos,9/Min,9/FGM-A,9/3PM-A,9/FTM-A,9/FIC,9/Off,9/Def,9/Reb,9/Ast,9/PF,9/STL,9/TO,9/BLK,9/PTS,10/#,10/Player,10/Status,10/Pos,10/Min,10/FGM-A,10/3PM-A,10/FTM-A,10/FIC,10/Off,10/Def,10/Reb,10/Ast,10/PF,10/STL,10/TO,10/BLK,10/PTS,11/#,11/Player,11/Status,11/Pos,11/Min,11/FGM-A,11/3PM-A,11/FTM-A,11/FIC,11/Off,11/Def,11/Reb,11/Ast,11/PF,11/STL,11/TO,11/BLK,11/PTS,12/#,12/Player,12/Status,12/Pos,12/Min,12/FGM-A,12/3PM-A,12/FTM-A,12/FIC,12/Off,12/Def,12/Reb,12/Ast,12/PF,12/STL,12/TO,12/BLK,12/PTS
22,"<a href=""/player/Eimantas-Bendzius/Summary/25053"">Eimantas Bendzius</a>",Starter,SG,27:03,3-6,2-5,7-7,10.9,3.0,2,5,0,1,1,2,0,15,9,"<a href=""/player/Nacho-Llovet/Summary/25970"">Nacho Llovet</a>",Starter,PF,25:41,1-5,0-0,3-6,2.5,1.0,4,5,1,3,0,0,0,5,44,"<a href=""/player/Pepe-Pozas/Summary/25968"">Pepe Pozas</a>",Starter,PG,23:52,1-6,1-4,0-0,3.0,1.0,2,3,5,4,2,4,1,3,13,"<a href=""/player/Artem-Pustovyi/Summary/26007"">Artem Pustovyi</a>",Starter,C,26:03,3-4,0-0,1-2,2.2,2.0,2,4,0,5,0,3,1,7,11,"<a href=""/player/Nemanja-Radovic/Summary/25925"">Nemanja Radovic</a>",Starter,SF,20:17,0-5,0-1,1-2,0.5,1.0,4,5,2,4,2,3,1,1,54,"<a href=""/player/Martins-Laksa/Summary/27010"">Martins Laksa</a>",Bench,SF,06:04,1-1,1-1,0-2,1.8,0.0,1,1,0,1,0,0,0,3,20,"<a href=""/player/David-Navarro/Summary/39702"">David Navarro</a>",Bench,SG,17:52,4-5,1-1,1-2,6.5,0.0,0,0,1,0,0,0,0,10,3,"<a href=""/player/Albert-Sabat/Summary/39592"">Albert Sabat</a>",Bench,PG,15:27,3-7,2-5,2-2,3.0,0.0,0,0,2,2,0,2,0,10,7,"<a href=""/player/Ben-Simons/Summary/9941"">Ben Simons</a>",Bench,PF,12:57,0-1,0-1,0-0,-0.2,0.0,0,0,1,1,0,0,0,0,16,"<a href=""/player/Nick-Spires/Summary/32835"">Nick Spires</a>",Bench,C,07:59,2-3,0-0,0-2,2.2,1.0,3,4,0,2,0,1,0,4,21,"<a href=""/player/Matt-Thomas/Summary/56884"">Matt Thomas</a>",Bench,SF,16:45,1-6,1-3,2-2,4.5,0.0,1,1,2,0,4,2,0,5,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,1,&nbsp;,&nbsp;,&nbsp;,2,&nbsp;,&nbsp;,,,,,,,,,,,,,,,,,,
44,"<a href=""/player/Jerome-Jordan/Summary/2311"">Jerome Jordan</a>",Starter,C,26:03,1-3,0-0,5-6,6.0,2.0,2,4,1,4,2,4,3,7,12,"<a href=""/player/Saulius-Kulvietis/Summary/25915"">Saulius Kulvietis</a>",Starter,PF,21:55,2-6,2-4,0-0,4.8,1.0,3,4,2,4,1,1,0,6,-,"<a href=""/player/Nicolas-Laprovittola/Summary/25038"">Nicolas Laprovittola</a>",Starter,PG,36:11,4-12,2-5,1-3,5.4,3.0,4,7,5,3,1,6,0,11,35,"<a href=""/player/Patrick-Richard/Summary/21603"">Patrick Richard</a>",Starter,SG,16:36,4-9,1-4,0-0,6.5,3.0,3,6,0,2,0,0,0,9,9,"<a href=""/player/Sergi-Vidal/Summary/2446"">Sergi Vidal</a>",Starter,SF,23:23,1-7,1-5,1-1,-1.4,1.0,5,6,1,3,0,4,0,4,2,"<a href=""/player/Simon-Birgander/Summary/93759"">Simon Birgander</a>",Bench,C,13:57,2-3,0-0,0-0,7.0,4.0,3,7,0,2,0,0,0,4,-,"<a href=""/player/Demetrius-Conger/Summary/10816"">Demetrius Conger</a>",Bench,SF,11:47,1-5,0-2,0-0,-3.2,0.0,0,0,1,3,1,2,0,2,00,"<a href=""/player/Nenad-Dimitrijevic/Summary/53933"">Nenad Dimitrijevic</a>",Bench,PG,03:49,0-0,0-0,1-2,-1.2,0.0,0,0,0,1,1,2,0,1,21,"<a href=""/player/Tomasz-Gielo/Summary/24813"">Tomasz Gielo</a>",Bench,PF,15:39,3-5,2-2,0-0,4.5,1.0,3,4,0,4,0,1,0,8,6,"<a href=""/player/Xabier-Lopez-Arostegui/Summary/54463"">Xabier Lopez-Arostegui</a>",Bench,PF,13:14,2-5,0-2,2-2,1.2,0.0,1,1,0,2,0,0,0,6,13,"<a href=""/player/Jose-Nogues/Summary/27830"">Jose Nogues</a>",Bench,PF,02:26,0-1,0-0,0-2,0.5,2.0,0,2,0,0,0,0,0,0,14,"<a href=""/player/Albert-Ventura/Summary/26843"">Albert Ventura</a>",Bench,SG,15:00,0-3,0-2,4-4,2.2,0.0,0,0,1,2,2,0,0,4,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,&nbsp;,2,&nbsp;,&nbsp;,&nbsp;,1,&nbsp;,&nbsp;
22,"<a href=""/player/Eimantas-Bendzius/Summary/25053"">Eimantas Bendzius</a>",Starter,SF,34:08,6-12,5-9,3-3,16.1,1.0,5,6,1,1,2,1,0,20,9,"<a href=""/player/Nacho-Llovet/Summary/25970"">Nacho Llovet</a>",Starter,PF,25:37,2-3,0-0,0-0,6.0,0.0,3,3,4,4,1,1,0,4,44,"<a href=""/player/Pepe-Pozas/Summary/25968"">Pepe Pozas</a>",Starter,PG,21:45,1-4,1-3,0-0,1.8,0.0,1,1,4,4,1,2,0,3,13,"<a href=""/player/Artem-Pustovyi/Summary/26007"">Artem Pustovyi</a>",Starter,C,32:18,4-6,0-0,2-2,12.2,2.0,4,6,3,3,1,2,2,10,21,"<a href=""/player/Matt-Thomas/Summary/56884"">Matt Thomas</a>",Starter,SG,26:27,6-14,2-6,8-8,3.5,0.0,0,0,0,4,0,3,0,22,54,"<a href=""/player/Martins-Laksa/Summary/27010"">Martins Laksa</a>",Bench,SF,06:22,0-2,0-1,0-0,-1.5,0.0,0,0,0,0,0,0,0,0,20,"<a href=""/player/David-Navarro/Summary/39702"">David Navarro</a>",Bench,SG,15:59,0-1,0-0,4-4,9.0,1.0,1,2,3,1,3,0,0,4,11,"<a href=""/player/Nemanja-Radovic/Summary/25925"">Nemanja Radovic</a>",Bench,PF,17:59,3-7,0-0,0-0,-1.5,0.0,1,1,0,2,0,2,0,6,3,"<a href=""/player/Albert-Sabat/Summary/39592"">Albert Sabat</a>",Bench,PG,09:27,1-3,0-2,0-0,-1.2,0.0,0,0,1,0,0,2,0,2,7,"<a href=""/player/Ben-Simons/Summary/9941"">Ben Simons</a>",Bench,PF,05:52,0-1,0-1,0-0,-1.8,0.0,0,0,0,2,0,0,0,0,16,"<a href=""/player/Nick-Spires/Summary/32835"">Nick Spires</a>",Bench,C,04:06,1-1,0-0,0-0,2.2,0.0,2,2,0,1,0,0,0,2,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,3,1,4,&nbsp;,1,&nbsp;,1,&nbsp;,&nbsp;,,,,,,,,,,,,,,,,,,
30,"<a href=""/player/Victor-Claver/Summary/1628"">Victor Claver</a>",Starter,PF,24:52,2-7,2-5,0-0,1.8,2.0,4,6,0,4,0,3,1,6,13,"<a href=""/player/Thomas-Heurtel/Summary/9267"">Thomas Heurtel</a>",Starter,PG,34:11,5-10,2-4,4-5,13.4,0.0,1,1,11,2,0,4,0,16,25,"<a href=""/player/Petteri-Koponen/Summary/374"">Petteri Koponen</a>",Starter,SG,27:15,2-6,0-3,3-4,1.0,0.0,2,2,0,3,1,1,0,7,45,"<a href=""/player/Adrien-Moerman/Summary/15374"">Adrien Moerman</a>",Starter,SF,33:16,5-8,1-4,0-0,5.8,0.0,5,5,0,2,0,2,0,11,44,"<a href=""/player/Ante-Tomic/Summary/811"">Ante Tomic</a>",Starter,C,26:04,7-9,0-0,6-6,19.5,2.0,2,4,2,0,2,0,1,20,-,"<a href=""/player/Edwin-Jackson/Summary/2423"">Edwin Jackson</a>",Bench,SG,17:05,1-2,1-2,6-6,7.5,1.0,1,2,3,3,0,1,0,9,18,"<a href=""/player/Pierre-Oriola/Summary/26845"">Pierre Oriola</a>",Bench,PF,13:56,1-3,0-0,0-0,-2.5,0.0,1,1,0,4,0,2,1,2,5,"<a href=""/player/Pau-Ribas/Summary/26237"">Pau Ribas</a>",Bench,SG,15:38,1-3,1-3,0-0,-0.8,0.0,0,0,0,1,0,1,0,3,9,"<a href=""/player/Adam-Hanga/Summary/2567"">Adam Hanga</a>",Bench,SF,07:43,0-0,0-0,2-2,1.0,0.0,1,1,0,0,0,1,0,2,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,3,4,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"<a href=""/player/Eimantas-Bendzius/Summary/25053"">Eimantas Bendzius</a>",Starter,SG,27:37,5-11,2-7,4-6,8.8,1.0,5,6,0,3,2,2,0,16,9,"<a href=""/player/Nacho-Llovet/Summary/25970"">Nacho Llovet</a>",Starter,PF,26:49,2-3,0-1,2-2,4.5,3.0,0,3,1,3,1,3,1,6,20,"<a href=""/player/David-Navarro/Summary/39702"">David Navarro</a>",Starter,PG,24:56,2-6,1-3,0-0,2.8,0.0,3,3,2,2,1,2,0,5,13,"<a href=""/player/Artem-Pustovyi/Summary/26007"">Artem Pustovyi</a>",Starter,C,28:34,5-9,0-0,0-0,6.8,2.0,4,6,0,3,0,4,4,10,7,"<a href=""/player/Ben-Simons/Summary/9941"">Ben Simons</a>",Starter,SF,19:36,4-10,2-7,0-0,9.0,1.0,4,5,3,3,1,0,0,10,44,"<a href=""/player/Pepe-Pozas/Summary/25968"">Pepe Pozas</a>",Bench,PG,13:19,0-1,0-0,0-0,-0.5,0.0,1,1,2,3,0,1,0,0,11,"<a href=""/player/Nemanja-Radovic/Summary/25925"">Nemanja Radovic</a>",Bench,PF,18:26,6-15,0-2,0-2,8.2,8.0,1,9,1,1,0,2,1,12,3,"<a href=""/player/Albert-Sabat/Summary/39592"">Albert Sabat</a>",Bench,PG,19:28,4-7,4-7,5-6,12.0,1.0,2,3,3,2,0,2,0,17,16,"<a href=""/player/Nick-Spires/Summary/32835"">Nick Spires</a>",Bench,C,06:03,0-0,0-0,1-2,1.0,0.0,1,1,0,2,0,0,1,1,21,"<a href=""/player/Matt-Thomas/Summary/56884"">Matt Thomas</a>",Bench,SF,15:12,0-4,0-2,0-0,-1.5,0.0,2,2,2,2,1,2,0,0,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,3,2,5,&nbsp;,&nbsp;,&nbsp;,1,&nbsp;,&nbsp;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"<a href=""/player/Corey-Fisher/Summary/2259"">Corey Fisher</a>",Starter,PG,23:13,7-12,4-7,4-5,13.4,0.0,1,1,3,3,1,1,0,22,23,"<a href=""/player/Goran-Huskic/Summary/52966"">Goran Huskic</a>",Starter,SF,21:03,3-6,0-1,4-7,7.1,1.0,1,2,2,1,2,1,0,10,12,"<a href=""/player/John-Jenkins/Summary/2377"">John Jenkins</a>",Starter,SG,24:05,4-8,2-3,4-4,8.8,1.0,1,2,1,1,0,0,0,14,11,"<a href=""/player/Sebastian-Saiz/Summary/27699"">Sebastian Saiz</a>",Starter,C,21:37,2-7,0-0,2-3,12.9,4.0,7,11,1,2,1,3,6,6,21,"<a href=""/player/Deon-Thompson/Summary/2324"">Deon Thompson</a>",Starter,PF,23:11,5-7,1-1,3-4,12.5,1.0,5,6,2,3,1,2,1,14,9,"<a href=""/player/Alex-Barrera/Summary/29022"">Alex Barrera</a>",Bench,SG,01:23,0-0,0-0,0-0,-0.5,0.0,0,0,0,1,0,0,0,0,-,"<a href=""/player/Vlatko-Cancar/Summary/54147"">Vlatko Cancar</a>",Bench,SF,16:32,2-5,1-3,1-1,1.1,2.0,1,3,0,5,0,1,0,6,25,"<a href=""/player/Alex-Lopez/Summary/26943"">Alex Lopez</a>",Bench,SG,18:56,2-6,0-2,0-1,2.6,0.0,2,2,2,2,2,1,0,4,15,"<a href=""/player/Edu-Martinez/Summary/25066"">Edu Martinez</a>",Bench,SF,15:50,0-2,0-2,1-1,-4.4,0.0,0,0,0,5,0,1,0,1,5,"<a href=""/player/Thomas-Schreiner/Summary/33644"">Thomas Schreiner</a>",Bench,PG,17:45,1-4,1-3,0-0,3.2,0.0,1,1,3,1,1,2,1,3,10,"<a href=""/player/Javier-Vega/Summary/24895"">Javier Vega</a>",Bench,PF,16:25,2-5,2-4,0-0,2.5,0.0,1,1,0,1,0,0,0,6,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,1,3,&nbsp;,&nbsp;,&nbsp;,1,&nbsp;,&nbsp;,,,,,,,,,,,,,,,,,,
22,"<a href=""/player/Eimantas-Bendzius/Summary/25053"">Eimantas Bendzius</a>",Starter,SF,20:39,5-14,3-7,1-2,0.8,0.0,0,0,0,2,0,1,0,14,9,"<a href=""/player/Nacho-Llovet/Summary/25970"">Nacho Llovet</a>",Starter,PF,19:13,2-4,0-0,0-0,6.8,4.0,3,7,0,3,1,0,0,4,20,"<a href=""/player/David-Navarro/Summary/39702"">David Navarro</a>",Starter,PG,22:11,2-5,0-3,1-2,2.8,0.0,3,3,1,0,1,2,0,5,13,"<a href=""/player/Artem-Pustovyi/Summary/26007"">Artem Pustovyi</a>",Starter,C,23:15,2-8,0-3,3-4,3.0,4.0,4,8,0,1,1,4,0,7,21,"<a href=""/player/Matt-Thomas/Summary/56884"">Matt Thomas</a>",Starter,SG,21:38,3-12,1-5,0-0,3.8,1.0,3,4,4,1,1,2,0,7,33,"<a href=""/player/Alberto-Corbacho/Summary/29050"">Alberto Corbacho</a>",Bench,SF,06:50,1-5,1-5,0-0,0.8,0.0,0,0,2,1,0,0,0,3,54,"<a href=""/player/Martins-Laksa/Summary/27010"">Martins Laksa</a>",Bench,SF,14:04,2-3,2-2,0-0,4.8,0.0,2,2,0,3,1,0,0,6,44,"<a href=""/player/Pepe-Pozas/Summary/25968"">Pepe Pozas</a>",Bench,PG,08:11,0-1,0-1,0-0,2.2,0.0,0,0,3,0,0,0,0,0,11,"<a href=""/player/Nemanja-Radovic/Summary/25925"">Nemanja Radovic</a>",Bench,PF,18:41,4-8,0-1,1-2,8.2,2.0,2,4,2,1,0,0,1,9,3,"<a href=""/player/Albert-Sabat/Summary/39592"">Albert Sabat</a>",Bench,PG,14:54,0-2,0-2,0-0,-3.8,0.0,1,1,0,2,0,2,0,0,7,"<a href=""/player/Ben-Simons/Summary/9941"">Ben Simons</a>",Bench,PF,13:39,1-3,1-3,0-0,1.2,0.0,2,2,0,2,0,0,0,3,16,"<a href=""/player/Nick-Spires/Summary/32835"">Nick Spires</a>",Bench,C,16:45,3-4,1-1,0-0,6.5,0.0,2,2,1,4,2,1,1,7,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,&nbsp;,2,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
14,"<a href=""/player/Gustavo-Ayon/Summary/25206"">Gustavo Ayon</a>",Starter,C,20:07,2-5,0-0,2-2,7.8,0.0,7,7,3,4,1,1,0,6,20,"<a href=""/player/Jaycee-Carroll/Summary/1795"">Jaycee Carroll</a>",Starter,PG,29:53,8-12,4-5,2-2,14.8,3.0,6,9,1,2,0,5,0,22,7,"<a href=""/player/Luka-Doncic/Summary/54148"">Luka Doncic</a>",Starter,SG,25:59,4-7,1-2,1-2,15.8,1.0,5,6,7,0,0,1,1,10,6,"<a href=""/player/Dino-Radoncic/Summary/98424"">Dino Radoncic</a>",Starter,PF,21:40,1-4,0-1,1-1,6.1,3.0,2,5,3,4,1,0,0,3,44,"<a href=""/player/Jeffery-Taylor/Summary/4807"">Jeffery Taylor</a>",Starter,SF,23:44,1-5,1-4,3-4,4.0,0.0,1,1,2,1,1,0,0,6,5,"<a href=""/player/Rudy-Fernandez/Summary/371"">Rudy Fernandez</a>",Bench,SG,08:48,0-4,0-2,3-3,1.1,0.0,3,3,0,0,1,1,0,3,3,"<a href=""/player/Anthony-Randolph/Summary/768"">Anthony Randolph</a>",Bench,PF,14:07,2-5,0-1,2-2,2.5,0.0,4,4,0,2,0,1,0,6,14,"<a href=""/player/Felipe-Reyes/Summary/2888"">Felipe Reyes</a>",Bench,C,04:13,2-2,0-0,0-0,3.5,1.0,0,1,0,0,0,0,0,4,22,"<a href=""/player/Edy-Tavares/Summary/39662"">Edy Tavares</a>",Bench,C,19:53,2-3,0-0,0-0,8.8,1.0,4,5,0,2,1,0,3,4,16,"<a href=""/player/Santiago-Yusta/Summary/54478"">Santiago Yusta</a>",Bench,SF,16:16,2-8,0-3,4-4,5.2,2.0,1,3,3,2,0,1,1,8,2,"<a href=""/player/Chasson-Randle/Summary/24199"">Chasson Randle</a>",Bench,PG,15:20,3-6,0-1,0-0,4.5,0.0,0,0,2,0,2,1,0,6,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,&nbsp;,1,&nbsp;,&nbsp;,&nbsp;,2,&nbsp;,&nbsp;,,,,,,,,,,,,,,,,,,
22,"<a href=""/player/Eimantas-Bendzius/Summary/25053"">Eimantas Bendzius</a>",Starter,SF,33:41,4-11,4-6,4-4,10.2,0.0,2,2,2,1,2,1,0,16,9,"<a href=""/player/Nacho-Llovet/Summary/25970"">Nacho Llovet</a>",Starter,PF,25:34,2-3,0-1,0-0,5.5,4.0,1,5,0,4,0,0,1,4,20,"<a href=""/player/David-Navarro/Summary/39702"">David Navarro</a>",Starter,SG,22:57,3-5,0-0,1-2,5.0,2.0,2,4,2,2,0,2,0,7,13,"<a href=""/player/Artem-Pustovyi/Summary/26007"">Artem Pustovyi</a>",Starter,C,38:30,8-14,0-0,0-2,7.0,0.0,7,7,1,4,1,3,0,16,3,"<a href=""/player/Albert-Sabat/Summary/39592"">Albert Sabat</a>",Starter,PG,34:34,3-8,3-7,1-1,12.9,1.0,3,4,7,2,1,1,0,10,33,"<a href=""/player/Alberto-Corbacho/Summary/29050"">Alberto Corbacho</a>",Bench,SF,12:11,1-3,1-3,0-0,1.8,0.0,0,0,0,0,1,0,0,3,44,"<a href=""/player/Pepe-Pozas/Summary/25968"">Pepe Pozas</a>",Bench,PG,10:26,2-4,1-2,0-0,4.5,0.0,0,0,3,3,1,0,0,5,11,"<a href=""/player/Nemanja-Radovic/Summary/25925"">Nemanja Radovic</a>",Bench,PF,19:26,4-9,0-1,2-4,2.0,1.0,1,2,1,3,0,1,0,10,16,"<a href=""/player/Nick-Spires/Summary/32835"">Nick Spires</a>",Bench,C,06:30,0-0,0-0,0-0,0.0,0.0,2,2,0,3,0,0,0,0,21,"<a href=""/player/Matt-Thomas/Summary/56884"">Matt Thomas</a>",Bench,SF,21:11,7-12,5-9,1-1,7.1,0.0,0,0,1,3,0,3,0,20,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,2,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"<a href=""/player/James-Augustine/Summary/104"">James Augustine</a>",Starter,C,28:25,2-5,0-0,0-0,8.2,4.0,4,8,1,0,1,1,0,4,23,"<a href=""/player/Jeff-Brooks/Summary/3972"">Jeff Brooks</a>",Starter,PF,25:08,2-7,1-3,2-2,7.5,1.0,8,9,3,1,0,3,0,7,9,"<a href=""/player/Alberto-Diaz/Summary/27692"">Alberto Diaz</a>",Starter,PG,31:33,5-12,4-11,4-4,11.5,0.0,2,2,3,1,1,1,0,18,12,"<a href=""/player/Dragan-Milosavljevic/Summary/26111"">Dragan Milosavljevic</a>",Starter,SF,22:32,2-5,0-2,0-0,5.0,1.0,3,4,0,3,2,0,1,4,16,"<a href=""/player/Nemanja-Nedovic/Summary/24375"">Nemanja Nedovic</a>",Starter,SG,29:18,6-12,4-7,3-4,9.2,0.0,1,1,6,4,0,5,1,19,11,"<a href=""/player/Daniel-Diez/Summary/25833"">Daniel Diez</a>",Bench,SF,05:14,3-3,1-1,1-2,5.8,0.0,1,1,0,0,0,0,0,8,-,"<a href=""/player/Livio-Jean-Charles/Summary/26494"">Livio Jean-Charles</a>",Bench,SF,15:43,2-2,0-0,1-1,5.6,0.0,4,4,1,1,0,2,1,5,3,"<a href=""/player/Ray-McCallum/Summary/7106"">Ray McCallum</a>",Bench,PG,13:27,2-5,0-3,0-0,2.0,1.0,1,2,2,2,0,1,0,4,10,"<a href=""/player/Sasu-Salin/Summary/28648"">Sasu Salin</a>",Bench,SG,10:54,2-3,2-3,0-0,0.2,0.0,0,0,1,5,0,2,0,6,43,"<a href=""/player/Carlos-Suarez/Summary/28148"">Carlos Suarez</a>",Bench,SF,20:44,1-2,1-2,2-2,8.5,0.0,1,1,5,0,0,0,0,5,21,"<a href=""/player/Adam-Waczynski/Summary/28634"">Adam Waczynski</a>",Bench,SF,22:02,6-10,1-4,4-4,12.0,2.0,2,4,2,3,1,1,0,17,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,3,4,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,,,,,,,,,,,,,,,,,,
22,"<a href=""/player/Eimantas-Bendzius/Summary/25053"">Eimantas Bendzius</a>",Starter,SF,34:44,4-8,3-7,9-10,16.2,2.0,6,8,3,3,1,4,1,20,33,"<a href=""/player/Alberto-Corbacho/Summary/29050"">Alberto Corbacho</a>",Starter,SG,22:55,5-8,5-8,2-2,12.5,0.0,3,3,1,0,0,1,0,17,9,"<a href=""/player/Nacho-Llovet/Summary/25970"">Nacho Llovet</a>",Starter,C,31:08,7-12,0-2,3-6,8.2,1.0,2,3,2,4,0,0,0,17,44,"<a href=""/player/Pepe-Pozas/Summary/25968"">Pepe Pozas</a>",Starter,PG,25:55,3-6,1-4,0-0,8.8,1.0,1,2,5,3,1,0,0,7,7,"<a href=""/player/Ben-Simons/Summary/9941"">Ben Simons</a>",Starter,PF,24:55,3-8,3-5,0-0,4.8,0.0,1,1,1,0,0,0,0,9,54,"<a href=""/player/Martins-Laksa/Summary/27010"">Martins Laksa</a>",Bench,SF,04:09,0-0,0-0,0-0,0.5,0.0,0,0,1,1,0,0,0,0,20,"<a href=""/player/David-Navarro/Summary/39702"">David Navarro</a>",Bench,SG,06:07,0-1,0-0,4-4,3.5,0.0,1,1,1,0,1,1,0,4,13,"<a href=""/player/Artem-Pustovyi/Summary/26007"">Artem Pustovyi</a>",Bench,C,15:54,2-4,0-0,2-2,-1.2,1.0,0,1,0,5,0,2,0,6,11,"<a href=""/player/Nemanja-Radovic/Summary/25925"">Nemanja Radovic</a>",Bench,PF,14:58,4-8,1-1,0-2,4.0,1.0,1,2,0,0,0,0,0,9,3,"<a href=""/player/Albert-Sabat/Summary/39592"">Albert Sabat</a>",Bench,PG,19:05,2-4,2-4,0-0,8.0,1.0,0,1,6,2,0,1,0,6,16,"<a href=""/player/Nick-Spires/Summary/32835"">Nick Spires</a>",Bench,C,09:21,0-1,0-0,0-0,0.0,1.0,1,2,2,4,0,1,0,0,21,"<a href=""/player/Matt-Thomas/Summary/56884"">Matt Thomas</a>",Bench,SF,16:39,2-6,0-3,0-0,1.5,0.0,4,4,1,2,1,2,0,4,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,&nbsp;,2,&nbsp;,1,&nbsp;,1,&nbsp;,&nbsp;
